ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,ISSUE_CODE
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,5,0,4.2,P,"TO CONSIDER AND APPROVE THE ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE    DIRECTORS WHO RETIRE BY ROTATION, AND THE AMENDMENT TO DIRECTORS AUTHORIZED   TO SIGN THEIR NAMES ON BEHALF OF THE COMPANY: MR. SOMCHAI KUVIJITSUWAN","TO CONSIDER AND APPROVE THE ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE    DIRECTORS WHO RETIRE BY ROTATION, AND THE AMENDMENT TO DIRECTORS AUTHORIZED   TO SIGN THEIR NAMES ON BEHALF OF THE COMPANY: MR. SOMCHAI KUVIJITSUWAN",438944,NULL,2/23/2024 2:34,NULL
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,6,0,4.3,P,"TO CONSIDER AND APPROVE THE ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE    DIRECTORS WHO RETIRE BY ROTATION, AND THE AMENDMENT TO DIRECTORS AUTHORIZED   TO SIGN THEIR NAMES ON BEHALF OF THE COMPANY: POL.LT.GEN. CHAIWAT CHOTIMA","TO CONSIDER AND APPROVE THE ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE    DIRECTORS WHO RETIRE BY ROTATION, AND THE AMENDMENT TO DIRECTORS AUTHORIZED   TO SIGN THEIR NAMES ON BEHALF OF THE COMPANY: POL.LT.GEN. CHAIWAT CHOTIMA",438944,NULL,2/23/2024 2:34,NULL
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,7,0,5,P,TO CONSIDER AND APPROVE THE DETERMINATION OF DIRECTORS  REMUNERATION FOR THE  YEAR 2024,TO CONSIDER AND APPROVE THE DETERMINATION OF DIRECTORS  REMUNERATION FOR THE  YEAR 2024,438944,NULL,2/23/2024 2:34,NULL
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,8,0,6,P,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITOR AND DETERMINATION OF       AUDITOR REMUNERATION FOR THE YEAR 2024,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITOR AND DETERMINATION OF       AUDITOR REMUNERATION FOR THE YEAR 2024,438944,NULL,2/23/2024 2:34,NULL
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,9,0,7,P,"TO CONSIDER AND APPROVE THE ISSUANCE AND OFFERING OF DEBENTURES UP TO BAHT    30,000 MILLION","TO CONSIDER AND APPROVE THE ISSUANCE AND OFFERING OF DEBENTURES UP TO BAHT    30,000 MILLION",438944,NULL,2/23/2024 2:34,NULL
Bangchak Sriracha PCL,4/10/2024 13:30,A,TH        ,10,0,8,P,OTHER BUSINESS (IF ANY),OTHER BUSINESS (IF ANY),438944,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,1,0,1,P,TO CERTIFY THE MINUTES OF THE ANNUAL GENERAL MEETING OF SHAREHOLDERS NO.      1/2023,TO CERTIFY THE MINUTES OF THE ANNUAL GENERAL MEETING OF SHAREHOLDERS NO.      1/2023,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,2,0,2,P,TO ACKNOWLEDGE THE COMPANY S OPERATING RESULTS FOR THE YEAR 2023,TO ACKNOWLEDGE THE COMPANY S OPERATING RESULTS FOR THE YEAR 2023,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,3,0,3,P,"TO CONSIDER, CERTIFY AND APPROVE THE FINANCIAL STATEMENTS ENDING DECEMBER 31, 2023","TO CONSIDER, CERTIFY AND APPROVE THE FINANCIAL STATEMENTS ENDING DECEMBER 31, 2023",NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,4,0,4,P,TO ACKNOWLEDGED THE INTERIM DIVIDEND PAYMENT,TO ACKNOWLEDGED THE INTERIM DIVIDEND PAYMENT,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,5,0,5.1,P,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. HSIAO       CHIN-LUNG,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. HSIAO       CHIN-LUNG,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,6,0,5.2,P,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. MONSIAM     SINWORAPUN,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. MONSIAM     SINWORAPUN,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,7,0,5.3,P,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MISS SYUAN WEN,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MISS SYUAN WEN,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,8,0,5.4,P,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. LIN CHENG   YUNG,TO CONSIDER THE APPOINTMENT OF DIRECTOR TO REPLACE DIRECTORS WHO RETIRE BY    ROTATION AND DETERMINE THE REMUNERATION OF DIRECTORS IN 2024: MR. LIN CHENG   YUNG,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,9,0,6,P,TO CONSIDER THE APPOINTMENT OF AN AUDITOR AND THE AUDIT FEE FOR THE YEAR 2024,TO CONSIDER THE APPOINTMENT OF AN AUDITOR AND THE AUDIT FEE FOR THE YEAR 2024,NULL,NULL,2/23/2024 2:34,NULL
Hwa Fong Rubber(Thailand),4/26/2024 10:00,A,TH        ,10,0,7,P,TO CONSIDER ANY OTHER BUSINESS (IF ANY),TO CONSIDER ANY OTHER BUSINESS (IF ANY),NULL,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,1,0,1,P,"TO CERTIFY THE MINUTES OF THE 2023 ANNUAL GENERAL MEETING OF SHAREHOLDERS,    HELD ON THURSDAY APRIL 27, 2023","TO CERTIFY THE MINUTES OF THE 2023 ANNUAL GENERAL MEETING OF SHAREHOLDERS,    HELD ON THURSDAY APRIL 27, 2023",438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,2,0,2,P,TO ACKNOWLEDGE THE COMPANY S OPERATING RESULTS FOR YEAR 2023,TO ACKNOWLEDGE THE COMPANY S OPERATING RESULTS FOR YEAR 2023,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,3,0,3,P,"TO CONSIDER AND APPROVE AUDITED FINANCIAL STATEMENTS FOR YEAR ENDED DECEMBER  31, 2023 AND ACKNOWLEDGE THE COMPANY AUDITOR S REPORT","TO CONSIDER AND APPROVE AUDITED FINANCIAL STATEMENTS FOR YEAR ENDED DECEMBER  31, 2023 AND ACKNOWLEDGE THE COMPANY AUDITOR S REPORT",438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,4,0,4,P,TO CONSIDER AND APPROVE APPROPRIATION OF NET PROFIT AND DIVIDEND PAYMENT FOR  THE 2023 COMPANY S OPERATING RESULTS,TO CONSIDER AND APPROVE APPROPRIATION OF NET PROFIT AND DIVIDEND PAYMENT FOR  THE 2023 COMPANY S OPERATING RESULTS,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,5,0,5.1,P,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MRS. ENG PASSAKORNNATEE,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MRS. ENG PASSAKORNNATEE,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,6,0,5.2,P,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MR. SORAKON ADUNYANON,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MR. SORAKON ADUNYANON,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,7,0,5.3,P,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MISS PETCHOMPOO THEPPIPIDH,TO CONSIDER AND APPOINT DIRECTOR IN REPLACEMENT OF THOSE WHO ARE RETIRED BY   ROTATION FOR THE YEAR 2024: MISS PETCHOMPOO THEPPIPIDH,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,8,0,6,P,TO CONSIDER AND APPROVE THE DIRECTORS  REMUNERATION FOR THE YEAR 2024,TO CONSIDER AND APPROVE THE DIRECTORS  REMUNERATION FOR THE YEAR 2024,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,9,0,7,P,TO CONSIDER AND APPOINT THE COMPANY S AUDITOR AND DETERMINE THE AUDIT FEE FOR THE YEAR 2024,TO CONSIDER AND APPOINT THE COMPANY S AUDITOR AND DETERMINE THE AUDIT FEE FOR THE YEAR 2024,438988,NULL,2/23/2024 2:34,NULL
Ichitan Group Public Company Limited,4/19/2024 14:00,A,TH        ,10,0,8,P,OTHER (IF ANY),OTHER (IF ANY),438988,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,1,0,1,P,TO ACKNOWLEDGE THE BOARD OF DIRECTORS  ANNUAL REPORT FOR 2023,TO ACKNOWLEDGE THE BOARD OF DIRECTORS  ANNUAL REPORT FOR 2023,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,2,0,2,P,TO CONSIDER AND APPROVE THE AUDITED FINANCIAL STATEMENTS FOR THE YEAR ENDED   31ST DECEMBER 2023,TO CONSIDER AND APPROVE THE AUDITED FINANCIAL STATEMENTS FOR THE YEAR ENDED   31ST DECEMBER 2023,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,3,0,3,P,TO CONSIDER AND APPROVE THE DISTRIBUTION OF A DIVIDEND FOR THE YEAR 2023,TO CONSIDER AND APPROVE THE DISTRIBUTION OF A DIVIDEND FOR THE YEAR 2023,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,4,0,4.1,P,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. CHIN-LUNG TSENG,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. CHIN-LUNG TSENG,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,5,0,4.2,P,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. CHIH-HUNG LIN,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. CHIH-HUNG LIN,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,6,0,4.3,P,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. WISIT WONGPAISAN,TO CONSIDER AND APPROVE THE RE-ELECTION OF DIRECTOR WHO RETIRE BY ROTATION:   MR. WISIT WONGPAISAN,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,7,0,5,P,TO CONSIDER AND APPROVE THE REMUNERATION OF DIRECTORS FOR 2024,TO CONSIDER AND APPROVE THE REMUNERATION OF DIRECTORS FOR 2024,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,8,0,6,P,TO CONSIDER AND APPROVE THE APPOINTMENT OF THE AUDITORS AND THE AUDIT FEE FOR 2024,TO CONSIDER AND APPROVE THE APPOINTMENT OF THE AUDITORS AND THE AUDIT FEE FOR 2024,NULL,NULL,2/23/2024 2:34,NULL
KGI Securities (Thailand) Public Company Limited,4/10/2024 14:00,A,TH        ,9,0,7,P,OTHER BUSINESS (IF ANY),OTHER BUSINESS (IF ANY),NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,1,0,1,P,APPROVAL ON THE MINUTES OF THE GENERAL MEETING OF SHAREHOLDERS FOR THE YEAR   2023,APPROVAL ON THE MINUTES OF THE GENERAL MEETING OF SHAREHOLDERS FOR THE YEAR   2023,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,2,0,2,P,ACKNOWLEDGEMENT ON THE OPERATING RESULTS IN 2023 AND APPROVAL ON STATEMENT OF FINANCIAL POSITION AND COMPREHENSIVE STATEMENT OF PROFIT AND LOSS FOR THE     YEAR ENDED 31 DECEMBER 2023,ACKNOWLEDGEMENT ON THE OPERATING RESULTS IN 2023 AND APPROVAL ON STATEMENT OF FINANCIAL POSITION AND COMPREHENSIVE STATEMENT OF PROFIT AND LOSS FOR THE     YEAR ENDED 31 DECEMBER 2023,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,3,0,3,P,APPROVAL ON APPROPRIATION OF PROFIT AND DIVIDEND PAYMENT FOR THE OPERATING    RESULTS OF 2023,APPROVAL ON APPROPRIATION OF PROFIT AND DIVIDEND PAYMENT FOR THE OPERATING    RESULTS OF 2023,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,4,0,4,P,APPROVAL ON INCREASE IN THE REGISTERED CAPITAL OF THE COMPANY TO FACILITATE   THE DIVIDEND PAYMENT,APPROVAL ON INCREASE IN THE REGISTERED CAPITAL OF THE COMPANY TO FACILITATE   THE DIVIDEND PAYMENT,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,5,0,5,P,"APPROVAL ON AMENDMENT TO THE MEMORANDUM OF ASSOCIATION, CLAUSE 4 OF THE       COMPANY IN ACCORDANCE WITH THE INCREASE IN REGISTERED CAPITAL","APPROVAL ON AMENDMENT TO THE MEMORANDUM OF ASSOCIATION, CLAUSE 4 OF THE       COMPANY IN ACCORDANCE WITH THE INCREASE IN REGISTERED CAPITAL",NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,6,0,6,P,APPROVAL ON APPROPRIATION OF ORDINARY SHARES OF THE INCREASE IN CAPITAL TO    FACILITATE SHARE DIVIDEND,APPROVAL ON APPROPRIATION OF ORDINARY SHARES OF THE INCREASE IN CAPITAL TO    FACILITATE SHARE DIVIDEND,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,7,0,7.1,P,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MR. LOYLEUAN BUNNAG,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MR. LOYLEUAN BUNNAG,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,8,0,7.2,P,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MR. APAI CHANDANACHULAKA,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MR. APAI CHANDANACHULAKA,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,9,0,7.3,P,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MISS CHULARAT SUTEETHORN,ELECTION OF THE DIRECTOR IN REPLACEMENT OF THE DIRECTOR WHOSE TERM HAD        EXPIRED: MISS CHULARAT SUTEETHORN,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,10,0,8,P,APPROVAL ON DETERMINATION OF REMUNERATION OF THE DIRECTORS OF THE COMPANY,APPROVAL ON DETERMINATION OF REMUNERATION OF THE DIRECTORS OF THE COMPANY,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,11,0,9,P,APPOINTMENT OF THE AUDITOR AND DETERMINATION OF THE AUDIT FEE FOR THE YEAR OF 2024,APPOINTMENT OF THE AUDITOR AND DETERMINATION OF THE AUDIT FEE FOR THE YEAR OF 2024,NULL,NULL,2/23/2024 2:34,NULL
Seafco Public Co Ltd,4/29/2024 9:00,A,TH        ,12,0,10,P,OTHER ISSUES (IF ANY),OTHER ISSUES (IF ANY),NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,1,0,1,P,TO CONSIDER AND ACKNOWLEDGE THE REPORT ON THE COMPANY S OPERATING PERFORMANCE FOR THE YEAR 2023,TO CONSIDER AND ACKNOWLEDGE THE REPORT ON THE COMPANY S OPERATING PERFORMANCE FOR THE YEAR 2023,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,2,0,2,P,TO CONSIDER AND APPROVE THE COMPANY S FINANCIAL STATEMENTS FOR THE FISCAL     YEAR ENDED 31 DECEMBER 2023,TO CONSIDER AND APPROVE THE COMPANY S FINANCIAL STATEMENTS FOR THE FISCAL     YEAR ENDED 31 DECEMBER 2023,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,3,0,3,P,TO CONSIDER AND APPROVE THE APPROPRIATION OF NET PROFIT AS THE LEGAL RESERVE  AND THE DIVIDEND PAYMENT FROM THE COMPANY S 2023 OPERATING PERFORMANCE,TO CONSIDER AND APPROVE THE APPROPRIATION OF NET PROFIT AS THE LEGAL RESERVE  AND THE DIVIDEND PAYMENT FROM THE COMPANY S 2023 OPERATING PERFORMANCE,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,4,0,4.1,P,TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: MR. PRAISUN WONGSMITH,TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: MR. PRAISUN WONGSMITH,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,5,0,4.2,P,TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: MR. JUKR BOON-LONG,TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: MR. JUKR BOON-LONG,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,6,0,4.3,P,"TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: CHAYANIN DEBHAKHAM, D.B.A","TO CONSIDER AND APPROVE THE ELECTION OF DIRECTOR TO REPLACE THOSE WHO RETIRE  BY ROTATION FOR THE YEAR 2024: CHAYANIN DEBHAKHAM, D.B.A",NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,7,0,5,P,TO CONSIDER AND APPROVE THE DETERMINATION OF DIRECTORS  REMUNERATION FOR THE  YEAR 2024,TO CONSIDER AND APPROVE THE DETERMINATION OF DIRECTORS  REMUNERATION FOR THE  YEAR 2024,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,8,0,6,P,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITORS AND THE DETERMINATION OF  AUDIT FEE FOR THE YEAR 2024,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITORS AND THE DETERMINATION OF  AUDIT FEE FOR THE YEAR 2024,NULL,NULL,2/23/2024 2:34,NULL
S Hotels and Resorts Public Company Limited,4/25/2024 14:00,A,TH        ,9,0,7,P,TO CONSIDER OTHER BUSINESS (IF ANY),TO CONSIDER OTHER BUSINESS (IF ANY),NULL,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,1,0,1,P,TO CONSIDER AND ACKNOWLEDGE THE MINUTES OF THE 2023 ANNUAL GENERAL MEETING OF SHAREHOLDERS,TO CONSIDER AND ACKNOWLEDGE THE MINUTES OF THE 2023 ANNUAL GENERAL MEETING OF SHAREHOLDERS,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,2,0,2,P,TO CONSIDER AND ACKNOWLEDGE THE COMPANY S OPERATING RESULT FOR THE YEAR 2023,TO CONSIDER AND ACKNOWLEDGE THE COMPANY S OPERATING RESULT FOR THE YEAR 2023,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,3,0,3,P,TO CONSIDER AND APPROVE THE BALANCE SHEET AND PROFIT AND LOSS STATEMENTS FOR  THE FISCAL YEAR ENDED AS AT 31 DECEMBER 2023,TO CONSIDER AND APPROVE THE BALANCE SHEET AND PROFIT AND LOSS STATEMENTS FOR  THE FISCAL YEAR ENDED AS AT 31 DECEMBER 2023,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,4,0,4,P,TO CONSIDER AND ACKNOWLEDGE THE PAYMENT OF INTERIM DIVIDEND,TO CONSIDER AND ACKNOWLEDGE THE PAYMENT OF INTERIM DIVIDEND,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,5,0,5,P,TO CONSIDER AND APPROVE THE APPROPRIATION OF PROFIT IN RESPECT OF THE YEAR    2023 OPERATING RESULTS AND THE DIVIDEND PAYMENT,TO CONSIDER AND APPROVE THE APPROPRIATION OF PROFIT IN RESPECT OF THE YEAR    2023 OPERATING RESULTS AND THE DIVIDEND PAYMENT,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,6,0,6,P,TO CONSIDER AND APPROVE THE APPOINTMENT OF DIRECTORS IN PLACE OF THOSE        RETIRING BY ROTATION,TO CONSIDER AND APPROVE THE APPOINTMENT OF DIRECTORS IN PLACE OF THOSE        RETIRING BY ROTATION,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,7,0,7,P,TO CONSIDER AND APPROVE THE DIRECTORS  REMUNERATION FOR THE YEAR 2024,TO CONSIDER AND APPROVE THE DIRECTORS  REMUNERATION FOR THE YEAR 2024,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,8,0,8,P,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITORS AND THE REMUNERATION FOR  THE YEAR 2024,TO CONSIDER AND APPROVE THE APPOINTMENT OF AUDITORS AND THE REMUNERATION FOR  THE YEAR 2024,438868,NULL,2/23/2024 2:34,NULL
Somboon Advance Technology Public Co. Ltd.,4/29/2024 10:00,A,TH        ,9,0,9,P,OTHER BUSINESS (IF ANY),OTHER BUSINESS (IF ANY),438868,NULL,2/23/2024 2:34,NULL
Henan Zhongyuan Expressway Co. Ltd.,3/8/2024 9:30,S,CN        ,1,0,1,P,BY-ELECTION OF NON-INDEPENDENT DIRECTORS,BY-ELECTION OF NON-INDEPENDENT DIRECTORS,440952,NULL,2/23/2024 2:34,NULL
Shandong Iron And Steel Company Ltd.,3/8/2024 14:00,S,CN        ,1,0,1,P,ELECTION OF DIRECTORS,ELECTION OF DIRECTORS,NULL,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,1,0,1.1,P,PLAN FOR THE SHARE REPURCHASE: OBJECTIVE OF THE SHARE REPURCHASE,PLAN FOR THE SHARE REPURCHASE: OBJECTIVE OF THE SHARE REPURCHASE,440944,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,2,0,1.2,P,PLAN FOR THE SHARE REPURCHASE: THE SHARE REPURCHASE SATISFIES RELEVANT        CONDITIONS,PLAN FOR THE SHARE REPURCHASE: THE SHARE REPURCHASE SATISFIES RELEVANT        CONDITIONS,440944,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,3,0,1.3,P,PLAN FOR THE SHARE REPURCHASE: PRICE RANGE AND METHOD OF SHARES TO BE         REPURCHASED,PLAN FOR THE SHARE REPURCHASE: PRICE RANGE AND METHOD OF SHARES TO BE         REPURCHASED,440944,NULL,2/23/2024 2:34,NULL
Blue Sail Medical Co. Ltd,3/11/2024 14:00,S,CN        ,4,0,1.4,P,"PLAN FOR THE SHARE REPURCHASE: TYPE, PURPOSE, TOTAL AMOUNT, NUMBER AND        PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED","PLAN FOR THE SHARE REPURCHASE: TYPE, PURPOSE, TOTAL AMOUNT, NUMBER AND        PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED",440944,NULL,2/23/2024 2:34,NULL
